pair,field_early_candidate,field_late_candidate,bootstrap_id,delta_late_minus_early,H_midpoint,P_midpoint,V_midpoint,Je_midpoint,Jw_midpoint,H_onset,H_finish,H_duration,five_field_midpoint_range,tail_type,tail_interpretation
V-Je,V,Je,189,0.0,39.0,42.0,45.0,45.0,45.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,197,0.0,45.0,43.0,44.0,44.0,46.0,37.0,52.0,16.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,199,0.0,41.0,44.0,45.0,45.0,46.0,39.0,52.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,201,0.0,42.0,44.0,46.0,46.0,48.0,38.0,49.0,12.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,202,-2.0,43.0,45.0,45.0,43.0,45.0,37.0,54.0,18.0,2.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,203,0.0,40.0,42.0,46.0,46.0,47.0,37.0,44.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,205,0.0,40.0,46.0,46.0,46.0,45.0,38.0,43.0,6.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,211,-1.0,43.0,44.0,46.0,45.0,42.0,37.0,54.0,18.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,218,0.0,37.0,45.0,47.0,47.0,42.0,36.0,38.0,3.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,221,-1.0,39.0,44.0,45.0,44.0,45.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,222,0.0,38.0,42.0,44.0,44.0,43.0,36.0,55.0,20.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,225,0.0,41.0,44.0,45.0,45.0,45.0,38.0,44.0,7.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,229,-6.0,36.0,45.0,50.0,44.0,45.0,35.0,37.0,3.0,14.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,230,0.0,37.0,45.0,46.0,46.0,43.0,36.0,39.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,233,0.0,38.0,43.0,46.0,46.0,41.0,36.0,53.0,18.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,234,0.0,43.0,45.0,46.0,46.0,45.0,38.0,51.0,14.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,238,0.0,38.0,44.0,46.0,46.0,47.0,36.0,50.0,15.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,239,-1.0,39.0,41.0,45.0,44.0,43.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,241,0.0,50.0,42.0,44.0,44.0,45.0,37.0,53.0,17.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,242,0.0,42.0,41.0,46.0,46.0,44.0,38.0,51.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,244,-2.0,39.0,42.0,45.0,43.0,44.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,253,0.0,38.0,42.0,45.0,45.0,46.0,36.0,41.0,6.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,254,0.0,51.0,44.0,43.0,43.0,42.0,38.0,54.0,17.0,9.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,257,0.0,41.0,44.0,45.0,45.0,44.0,38.0,52.0,15.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,260,-1.0,37.0,43.0,46.0,45.0,45.0,36.0,39.0,4.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,262,0.0,43.0,45.0,46.0,46.0,40.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,264,0.0,40.0,45.0,46.0,46.0,44.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,267,-1.0,38.0,44.0,47.0,46.0,40.0,37.0,40.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,268,-1.0,38.0,46.0,47.0,46.0,44.0,36.0,40.0,5.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,272,0.0,38.0,45.0,46.0,46.0,41.0,36.0,39.0,4.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,276,0.0,39.0,46.0,47.0,47.0,39.0,37.0,54.0,18.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,277,0.0,38.0,42.0,46.0,46.0,43.0,36.0,54.0,19.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,278,-1.0,37.0,44.0,46.0,45.0,41.0,36.0,50.0,15.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,280,0.0,37.0,45.0,46.0,46.0,42.0,36.0,38.0,3.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,284,0.0,38.0,45.0,46.0,46.0,42.0,36.0,39.0,4.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,286,0.0,38.0,46.0,47.0,47.0,41.0,37.0,42.0,6.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,289,0.0,39.0,42.0,46.0,46.0,41.0,37.0,43.0,7.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,292,-1.0,38.0,47.0,47.0,46.0,46.0,37.0,40.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,294,-3.0,39.0,45.0,47.0,44.0,46.0,36.0,53.0,18.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,296,-1.0,51.0,45.0,44.0,43.0,45.0,38.0,53.0,16.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,300,0.0,38.0,46.0,46.0,46.0,46.0,36.0,51.0,16.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,304,-1.0,42.0,41.0,45.0,44.0,41.0,37.0,54.0,18.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,309,0.0,41.0,43.0,47.0,47.0,41.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,310,0.0,38.0,44.0,45.0,45.0,45.0,36.0,53.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,313,-3.0,52.0,42.0,47.0,44.0,43.0,39.0,54.0,16.0,10.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,316,-1.0,38.0,46.0,47.0,46.0,43.0,36.0,40.0,5.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,317,-2.0,37.0,45.0,48.0,46.0,44.0,36.0,39.0,4.0,11.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,328,0.0,40.0,44.0,44.0,44.0,41.0,37.0,48.0,12.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,329,-1.0,50.0,44.0,47.0,46.0,45.0,38.0,53.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,338,0.0,38.0,42.0,45.0,45.0,43.0,36.0,50.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,341,0.0,40.0,45.0,45.0,45.0,49.0,38.0,51.0,14.0,9.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,343,-1.0,37.0,45.0,47.0,46.0,44.0,36.0,39.0,4.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,348,0.0,42.0,41.0,45.0,45.0,44.0,38.0,53.0,16.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,350,-1.0,37.0,44.0,46.0,45.0,42.0,36.0,38.0,3.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,351,0.0,37.0,43.0,45.0,45.0,42.0,36.0,39.0,4.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,352,-1.0,38.0,46.0,47.0,46.0,42.0,36.0,40.0,5.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,357,0.0,40.0,42.0,45.0,45.0,43.0,36.0,54.0,19.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,360,0.0,38.0,44.0,45.0,45.0,42.0,36.0,53.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,365,0.0,37.0,46.0,47.0,47.0,49.0,36.0,39.0,4.0,12.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,370,0.0,38.0,43.0,44.0,44.0,42.0,36.0,42.0,7.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,372,0.0,43.0,46.0,47.0,47.0,48.0,38.0,53.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,374,0.0,40.0,43.0,46.0,46.0,42.0,38.0,51.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,375,-2.0,37.0,46.0,49.0,47.0,40.0,36.0,40.0,5.0,12.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,376,-1.0,39.0,44.0,45.0,44.0,43.0,36.0,53.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,386,-3.0,49.0,44.0,48.0,45.0,44.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,389,0.0,41.0,42.0,45.0,45.0,46.0,38.0,52.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,390,-1.0,40.0,43.0,45.0,44.0,49.0,37.0,53.0,17.0,9.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,393,-1.0,38.0,46.0,47.0,46.0,43.0,37.0,40.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,407,0.0,39.0,43.0,45.0,45.0,42.0,37.0,50.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,410,-2.0,38.0,43.0,46.0,44.0,40.0,37.0,50.0,14.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,416,0.0,39.0,45.0,47.0,47.0,49.0,37.0,51.0,15.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,421,-2.0,39.0,47.0,47.0,45.0,43.0,37.0,45.0,9.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,422,-2.0,40.0,44.0,48.0,46.0,41.0,37.0,52.0,16.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,425,-2.0,52.0,44.0,46.0,44.0,44.0,38.0,54.0,17.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,432,-1.0,47.0,45.0,46.0,45.0,48.0,39.0,51.0,13.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,436,-1.0,39.0,45.0,47.0,46.0,46.0,37.0,50.0,14.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,438,-1.0,39.0,43.0,47.0,46.0,39.0,36.0,54.0,19.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,439,0.0,38.0,45.0,46.0,46.0,43.0,36.0,41.0,6.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,440,0.0,40.0,42.0,44.0,44.0,46.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,444,-1.0,38.0,45.0,47.0,46.0,44.0,36.0,39.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,449,0.0,38.0,45.0,46.0,46.0,40.0,36.0,40.0,5.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,450,0.0,40.0,42.0,45.0,45.0,39.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,452,-2.0,37.0,42.0,45.0,43.0,41.0,36.0,40.0,5.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,454,0.0,40.0,43.0,46.0,46.0,45.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,457,0.0,39.0,45.0,45.0,45.0,43.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,461,0.0,37.0,46.0,47.0,47.0,43.0,35.0,38.0,4.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,465,-1.0,40.0,44.0,46.0,45.0,45.0,37.0,50.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,466,-3.0,50.0,41.0,45.0,42.0,41.0,42.0,54.0,13.0,9.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,467,-3.0,38.0,44.0,49.0,46.0,39.0,37.0,52.0,16.0,11.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,476,-2.0,39.0,45.0,48.0,46.0,45.0,36.0,54.0,19.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,480,0.0,37.0,45.0,45.0,45.0,43.0,36.0,40.0,5.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,483,0.0,43.0,43.0,45.0,45.0,47.0,37.0,52.0,16.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,490,0.0,38.0,44.0,45.0,45.0,45.0,36.0,39.0,4.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,494,-5.0,40.0,46.0,49.0,44.0,41.0,37.0,44.0,8.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,499,0.0,39.0,45.0,45.0,45.0,44.0,37.0,51.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,501,0.0,38.0,45.0,45.0,45.0,43.0,37.0,44.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,504,0.0,38.0,45.0,46.0,46.0,42.0,36.0,53.0,18.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,506,0.0,41.0,44.0,45.0,45.0,45.0,38.0,52.0,15.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,511,0.0,39.0,44.0,45.0,45.0,42.0,37.0,43.0,7.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,512,-1.0,40.0,43.0,44.0,43.0,43.0,37.0,53.0,17.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,513,0.0,38.0,44.0,46.0,46.0,43.0,36.0,41.0,6.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,514,-3.0,37.0,46.0,49.0,46.0,43.0,36.0,38.0,3.0,12.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,520,0.0,51.0,41.0,44.0,44.0,44.0,37.0,54.0,18.0,10.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,524,-1.0,38.0,43.0,46.0,45.0,45.0,36.0,39.0,4.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,527,0.0,38.0,45.0,45.0,45.0,44.0,37.0,42.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,529,0.0,39.0,46.0,46.0,46.0,49.0,37.0,51.0,15.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,532,-1.0,39.0,45.0,48.0,47.0,43.0,37.0,41.0,5.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
